cityCode,市町村名,C_2011コミュニティバス運行2011年,C_2017コミュニティバス運行2017年,D_2011デマンド型交通運行2011年,D_2017デマンド型交通運行2017年,人口密度(人/km2),面積(km2),軽自動車率,15歳未満人口比率,高齢化率,自家用車利用率
1100,北海道札幌市,0,0,0,0,3751.89,1121.26,0.283,0.114,0.249,0.367
1202,北海道函館市,0,0,0,0,379.938,677.86,0.427,0.102,0.324,0.611
1203,北海道小樽市,0,0,0,0,486.168,243.83,0.374,0.092,0.372,0.448
1204,北海道旭川市,0,1,0,1,450.361,747.66,0.374,0.111,0.318,0.644
1205,北海道室蘭市,0,1,0,0,1057.96,80.88,0.361,0.104,0.341,0.642
1206,北海道釧路市,0,0,1,0,125.774,1362.92,0.401,0.111,0.304,0.695
1207,北海道帯広市,0,0,1,1,277.286,619.34,0.397,0.122,0.264,0.706
1208,北海道北見市,0,1,0,1,84.549,1427.41,0.425,0.112,0.302,0.692
1209,北海道夕張市,0,0,0,1,11.555,763.07,0.332,0.057,0.486,0.643
1210,北海道岩見沢市,0,1,0,1,175.658,481.02,0.413,0.107,0.326,0.632
1211,北海道網走市,0,1,0,1,81.599,471.0,0.433,0.117,0.274,0.686
1212,北海道留萌市,0,0,0,0,69.834,297.83,0.333,0.103,0.339,0.581
1213,北海道苫小牧市,0,0,1,1,303.299,561.57,0.366,0.13,0.258,0.683
1214,北海道稚内市,0,1,0,1,43.288,761.47,0.411,0.118,0.289,0.636
1215,北海道美唄市,0,1,0,1,82.905,277.69,0.409,0.086,0.384,0.633
1216,北海道芦別市,0,1,0,0,18.126,865.04,0.401,0.076,0.436,0.627
1217,北海道江別市,0,0,0,0,672.23,187.38,0.356,0.112,0.271,0.492
1218,北海道赤平市,0,0,0,0,77.866,129.88,0.411,0.075,0.447,0.691
1219,北海道紋別市,0,1,0,0,26.801,830.78,0.426,0.103,0.337,0.711
1220,北海道士別市,0,0,0,1,17.75,1119.22,0.395,0.104,0.374,0.699
1221,北海道名寄市,0,1,1,1,54.246,535.2,0.402,0.119,0.303,0.624
1222,北海道三笠市,1,1,0,0,29.873,302.52,0.427,0.076,0.461,0.665
1223,北海道根室市,0,0,0,0,46.792,506.25,0.409,0.113,0.309,0.694
1224,北海道千歳市,1,0,0,0,159.694,594.5,0.363,0.142,0.209,0.61
1225,北海道滝川市,0,0,0,0,353.722,115.9,0.404,0.109,0.327,0.656
1226,北海道砂川市,0,0,0,1,229.673,78.68,0.396,0.1,0.365,0.682
1227,北海道歌志内市,0,0,0,0,70.161,55.95,0.401,0.061,0.466,0.734
1228,北海道深川市,0,0,0,0,41.35,529.42,0.438,0.091,0.394,0.674
1229,北海道富良野市,0,0,1,0,38.204,600.71,0.418,0.117,0.31,0.648
1230,北海道登別市,0,0,0,0,225.837,212.21,0.382,0.109,0.34,0.699
1231,北海道恵庭市,1,1,0,1,237.109,294.65,0.402,0.131,0.251,0.582
1233,北海道伊達市,0,0,1,1,77.317,444.21,0.207,0.113,0.346,0.697
1234,北海道北広島市,0,0,0,1,519.524,119.05,0.345,0.122,0.29,0.565
1235,北海道石狩市,0,0,0,1,76.583,722.42,0.383,0.129,0.3,0.632
1236,北海道北斗市,1,1,0,0,95.607,397.44,0.484,0.137,0.265,0.746
1303,北海道石狩郡当別町,1,1,0,1,41.754,422.86,0.42,0.09,0.303,0.544
1304,北海道石狩郡新篠津村,0,0,0,0,41.737,78.04,0.459,0.107,0.33,0.566
1331,北海道松前郡松前町,0,1,0,0,17.22,293.25,0.467,0.074,0.46,0.586
1332,北海道松前郡福島町,0,0,0,1,22.692,187.28,0.413,0.075,0.419,0.54
1333,北海道上磯郡知内町,0,0,0,0,17.278,196.75,0.47,0.109,0.342,0.712
1334,北海道上磯郡木古内町,0,0,0,0,14.989,221.87,0.414,0.068,0.441,0.696
1337,北海道亀田郡七飯町,0,1,0,0,139.759,216.75,0.477,0.12,0.322,0.752
1343,北海道茅部郡鹿部町,0,0,0,0,34.34,110.64,0.49,0.1,0.359,0.649
1345,北海道茅部郡森町,0,0,0,0,35.661,368.79,0.46,0.113,0.347,0.7
1346,北海道二海郡八雲町,0,0,0,0,16.998,956.07,0.384,0.114,0.312,0.659
1347,北海道山越郡長万部町,0,0,0,0,16.115,310.76,0.359,0.086,0.37,0.596
1361,北海道檜山郡江差町,0,0,0,0,68.078,109.53,0.466,0.099,0.344,0.679
1362,北海道檜山郡上ノ国町,0,0,0,0,8.024,547.71,0.49,0.104,0.398,0.733
1363,北海道檜山郡厚沢部町,0,0,0,0,8.981,460.58,0.5,0.109,0.385,0.752
1364,北海道爾志郡乙部町,0,0,0,0,13.89,162.59,0.493,0.099,0.404,0.642
1367,北海道奥尻郡奥尻町,0,1,0,0,9.57,142.97,0.657,0.094,0.37,0.638
1370,北海道瀬棚郡今金町,0,0,0,1,9.999,568.25,0.461,0.101,0.373,0.623
1371,北海道久遠郡せたな町,0,1,0,0,11.736,638.69,0.443,0.088,0.424,0.669
1391,北海道島牧郡島牧村,0,1,0,0,2.37,437.18,0.355,0.079,0.406,0.689
1392,北海道寿都郡寿都町,0,0,0,0,30.788,95.24,0.383,0.102,0.37,0.575
1393,北海道寿都郡黒松内町,0,1,0,0,8.929,345.65,0.355,0.113,0.373,0.635
1394,北海道磯谷郡蘭越町,0,1,0,0,10.796,449.78,0.417,0.104,0.372,0.672
1395,北海道虻田郡ニセコ町,1,0,0,1,25.047,197.13,0.4,0.134,0.272,0.71
1396,北海道虻田郡真狩村,0,0,0,0,18.39,114.25,0.372,0.114,0.332,0.608
1397,北海道虻田郡留寿都村,0,0,0,0,15.671,119.84,0.372,0.127,0.242,0.525
1398,北海道虻田郡喜茂別町,0,1,0,0,12.314,189.41,0.389,0.091,0.38,0.612
1399,北海道虻田郡京極町,0,0,0,0,13.62,231.49,0.365,0.122,0.36,0.544
1400,北海道虻田郡倶知安町,1,1,0,0,57.583,261.34,0.363,0.142,0.248,0.593
1401,北海道岩内郡共和町,0,0,0,0,22.789,304.91,0.438,0.116,0.293,0.57
1402,北海道岩内郡岩内町,0,1,0,0,170.257,70.6,0.398,0.105,0.339,0.604
1403,北海道古宇郡泊村,0,0,0,0,14.452,82.28,0.326,0.11,0.353,0.635
1404,北海道古宇郡神恵内村,0,0,0,0,5.096,147.8,0.337,0.078,0.456,0.61
1405,北海道積丹郡積丹町,0,0,0,0,8.265,238.14,0.441,0.09,0.438,0.551
1406,北海道古平郡古平町,1,1,0,0,12.058,188.36,0.425,0.079,0.406,0.463
1407,北海道余市郡仁木町,0,0,0,1,21.144,167.96,0.485,0.1,0.372,0.636
1408,北海道余市郡余市町,0,0,0,0,120.069,140.59,0.422,0.102,0.364,0.589
1409,北海道余市郡赤井川村,0,0,0,0,4.063,280.09,0.377,0.124,0.325,0.596
1423,北海道空知郡南幌町,1,1,0,0,97.235,81.36,0.443,0.093,0.298,0.708
1424,北海道空知郡奈井江町,1,1,0,1,64.318,88.19,0.417,0.091,0.39,0.687
1425,北海道空知郡上砂川町,0,0,0,0,74.668,39.98,0.411,0.074,0.475,0.699
1427,北海道夕張郡由仁町,0,0,0,1,39.213,133.74,0.416,0.101,0.377,0.699
1428,北海道夕張郡長沼町,0,1,1,1,65.329,168.52,0.448,0.105,0.347,0.69
1429,北海道夕張郡栗山町,1,1,0,0,60.572,203.93,0.4,0.103,0.372,0.668
1430,北海道樺戸郡月形町,0,0,0,0,30.196,150.4,0.413,0.059,0.321,0.54
1431,北海道樺戸郡浦臼町,0,1,0,1,19.653,101.83,0.43,0.099,0.387,0.602
1432,北海道樺戸郡新十津川町,0,0,0,1,13.78,495.47,0.487,0.111,0.385,0.726
1433,北海道雨竜郡妹背牛町,0,1,0,0,62.736,48.64,0.484,0.089,0.436,0.667
1434,北海道雨竜郡秩父別町,0,0,0,0,52.978,47.18,0.514,0.09,0.418,0.632
1436,北海道雨竜郡雨竜町,0,1,0,0,14.208,191.15,0.49,0.095,0.379,0.579
1437,北海道雨竜郡北竜町,0,0,0,0,12.446,158.7,0.468,0.09,0.434,0.692
1438,北海道雨竜郡沼田町,0,1,0,1,11.242,283.35,0.455,0.089,0.407,0.616
1452,北海道上川郡鷹栖町,0,0,0,1,60.89,139.42,0.473,0.148,0.303,0.778
1453,北海道上川郡東神楽町,0,1,0,0,165.718,68.5,0.402,0.157,0.256,0.753
1454,北海道上川郡当麻町,0,1,0,0,31.851,204.9,0.48,0.108,0.398,0.747
1455,北海道上川郡比布町,0,0,0,0,43.296,86.9,0.464,0.095,0.403,0.707
1456,北海道上川郡愛別町,0,0,0,1,11.805,250.13,0.372,0.092,0.423,0.667
1457,北海道上川郡上川町,0,0,0,0,3.848,1049.47,0.352,0.088,0.397,0.471
1458,北海道上川郡東川町,0,1,0,1,32.754,247.3,0.44,0.13,0.321,0.702
1459,北海道上川郡美瑛町,0,1,0,0,15.231,676.78,0.387,0.108,0.363,0.669
1460,北海道空知郡上富良野町,0,1,0,1,46.357,237.1,0.385,0.131,0.3,0.545
1461,北海道空知郡中富良野町,0,1,0,1,46.206,108.65,0.468,0.129,0.333,0.704
1462,北海道空知郡南富良野町,0,1,0,1,3.835,665.54,0.389,0.113,0.319,0.531
1463,北海道勇払郡占冠村,0,1,0,0,2.117,571.41,0.31,0.097,0.26,0.581
1464,北海道上川郡和寒町,1,1,0,1,16.059,225.11,0.482,0.1,0.425,0.631
1465,北海道上川郡剣淵町,0,1,0,0,24.715,130.99,0.45,0.095,0.368,0.699
1468,北海道上川郡下川町,0,0,0,1,5.5,644.2,0.405,0.099,0.386,0.601
1469,北海道中川郡美深町,0,0,1,1,6.904,672.09,0.413,0.093,0.371,0.526
1470,北海道中川郡音威子府村,1,1,0,0,3.016,275.63,0.286,0.054,0.275,0.301
1471,北海道中川郡中川町,0,1,0,0,2.969,594.74,0.35,0.104,0.354,0.604
1472,北海道雨竜郡幌加内町,0,0,0,0,1.987,767.04,0.429,0.101,0.391,0.469
1481,北海道増毛郡増毛町,0,0,0,1,9.429,369.71,0.348,0.095,0.421,0.638
1482,北海道留萌郡小平町,0,1,0,1,5.033,627.22,0.377,0.09,0.367,0.565
1483,北海道苫前郡苫前町,0,0,0,0,6.878,454.6,0.434,0.102,0.391,0.578
1484,北海道苫前郡羽幌町,1,1,0,0,14.704,472.65,0.458,0.108,0.397,0.664
1485,北海道苫前郡初山別村,0,0,1,0,3.751,279.51,0.39,0.094,0.359,0.508
1486,北海道天塩郡遠別町,0,0,0,1,4.717,590.8,0.445,0.105,0.379,0.559
1487,北海道天塩郡天塩町,0,0,0,0,9.174,353.56,0.353,0.112,0.323,0.654
1511,北海道宗谷郡猿払村,0,0,0,1,4.455,589.97,0.298,0.155,0.228,0.653
1512,北海道枝幸郡浜頓別町,0,0,0,0,9.478,401.64,0.359,0.107,0.321,0.576
1513,北海道枝幸郡中頓別町,0,0,0,1,4.406,398.51,0.39,0.09,0.387,0.529
1514,北海道枝幸郡枝幸町,0,1,0,0,7.075,1115.93,0.408,0.117,0.322,0.652
1516,北海道天塩郡豊富町,0,1,0,0,7.764,520.69,0.368,0.118,0.302,0.642
1517,北海道礼文郡礼文町,0,0,0,0,24.08,81.64,0.604,0.097,0.34,0.577
1518,北海道利尻郡利尻町,0,0,0,0,27.509,76.51,0.63,0.094,0.38,0.665
1519,北海道利尻郡利尻富士町,0,0,0,0,22.599,105.61,0.613,0.122,0.359,0.637
1520,北海道天塩郡幌延町,0,1,0,0,4.262,574.1,0.31,0.131,0.265,0.474
1543,北海道網走郡美幌町,0,1,0,1,46.152,438.41,0.442,0.117,0.322,0.709
1544,北海道網走郡津別町,0,0,0,1,6.981,716.8,0.415,0.086,0.418,0.711
1545,北海道斜里郡斜里町,0,1,0,0,16.568,737.12,0.417,0.117,0.3,0.638
1546,北海道斜里郡清里町,0,1,0,0,10.343,402.76,0.389,0.125,0.359,0.645
1547,北海道斜里郡小清水町,0,0,0,0,17.567,286.89,0.439,0.118,0.349,0.727
1549,北海道常呂郡訓子府町,0,0,0,0,26.523,190.95,0.436,0.121,0.359,0.755
1550,北海道常呂郡置戸町,0,0,0,0,5.893,527.27,0.401,0.093,0.423,0.641
1552,北海道常呂郡佐呂間町,0,1,0,1,13.194,404.94,0.412,0.112,0.374,0.645
1555,北海道紋別郡遠軽町,0,1,0,1,15.629,1332.45,0.412,0.116,0.352,0.654
1559,北海道紋別郡湧別町,0,1,0,1,18.377,505.79,0.428,0.105,0.358,0.697
1560,北海道紋別郡滝上町,0,0,0,0,3.543,766.89,0.391,0.088,0.412,0.664
1561,北海道紋別郡興部町,0,1,0,0,9.535,362.54,0.377,0.119,0.314,0.629
1562,北海道紋別郡西興部村,0,1,0,0,3.618,308.08,0.361,0.107,0.329,0.611
1563,北海道紋別郡雄武町,0,0,0,0,6.836,636.86,0.386,0.11,0.318,0.611
1564,北海道網走郡大空町,0,1,0,0,21.381,343.66,0.399,0.126,0.335,0.711
1571,北海道虻田郡豊浦町,0,1,0,0,17.405,233.57,0.413,0.103,0.357,0.625
1575,北海道有珠郡壮瞥町,0,0,0,1,15.795,205.01,0.405,0.097,0.424,0.665
1578,北海道白老郡白老町,0,1,0,0,41.64,425.64,0.385,0.084,0.408,0.694
1581,北海道勇払郡厚真町,0,0,0,1,11.784,404.61,0.434,0.11,0.354,0.72
1584,北海道虻田郡洞爺湖町,0,1,0,0,48.372,180.81,0.397,0.089,0.404,0.653
1585,北海道勇払郡安平町,0,0,0,1,34.912,237.16,0.37,0.109,0.346,0.67
1586,北海道勇払郡むかわ町,1,1,0,1,12.133,711.36,0.427,0.098,0.365,0.623
1601,北海道沙流郡日高町,1,1,0,1,12.112,992.11,0.376,0.118,0.32,0.629
1602,北海道沙流郡平取町,0,0,0,0,7.15,743.09,0.437,0.125,0.321,0.666
1604,北海道新冠郡新冠町,0,1,0,1,8.481,585.81,0.446,0.132,0.307,0.651
1607,北海道浦河郡浦河町,0,1,0,1,17.84,694.26,0.455,0.115,0.298,0.679
1608,北海道様似郡様似町,0,0,0,0,11.859,364.3,0.496,0.099,0.362,0.756
1609,北海道幌泉郡えりも町,0,0,0,0,12.049,284.0,0.506,0.14,0.279,0.752
1610,北海道日高郡新ひだか町,0,1,0,0,19.462,1147.55,0.434,0.121,0.32,0.693
1631,北海道河東郡音更町,1,1,0,0,89.146,466.02,0.425,0.148,0.265,0.817
1632,北海道河東郡士幌町,0,1,0,0,23.494,259.19,0.371,0.138,0.293,0.722
1633,北海道河東郡上士幌町,0,1,0,0,6.871,694.23,0.383,0.114,0.352,0.676
1634,北海道河東郡鹿追町,0,1,0,0,13.581,402.88,0.385,0.146,0.283,0.703
1635,北海道上川郡新得町,0,1,0,0,5.912,1063.83,0.391,0.105,0.347,0.681
1636,北海道上川郡清水町,0,1,0,0,23.748,402.25,0.396,0.114,0.347,0.739
1637,北海道河西郡芽室町,0,1,0,0,36.668,513.76,0.429,0.153,0.273,0.781
1638,北海道河西郡中札内村,0,1,0,0,13.737,292.58,0.381,0.131,0.274,0.652
1639,北海道河西郡更別村,0,1,0,0,17.759,176.9,0.391,0.135,0.29,0.558
1641,北海道広尾郡大樹町,0,1,0,0,6.704,815.68,0.415,0.122,0.339,0.74
1642,北海道広尾郡広尾町,0,0,0,0,11.627,596.54,0.447,0.108,0.349,0.756
1643,北海道中川郡幕別町,0,1,0,1,56.328,477.64,0.41,0.132,0.3,0.807
1644,北海道中川郡池田町,1,1,0,0,18.501,371.79,0.399,0.091,0.404,0.719
1645,北海道中川郡豊頃町,0,1,0,0,5.742,536.71,0.372,0.1,0.379,0.779
1646,北海道中川郡本別町,1,1,0,1,18.996,391.91,0.385,0.1,0.381,0.683
1647,北海道足寄郡足寄町,0,1,0,0,4.868,1408.04,0.385,0.115,0.379,0.71
1648,北海道足寄郡陸別町,0,1,0,0,4.116,608.9,0.365,0.1,0.372,0.64
1649,北海道十勝郡浦幌町,0,1,0,1,6.707,729.85,0.402,0.107,0.378,0.691
1661,北海道釧路郡釧路町,0,0,0,0,77.098,252.66,0.448,0.123,0.25,0.759
1662,北海道厚岸郡厚岸町,0,1,0,0,12.783,739.26,0.442,0.113,0.318,0.736
1663,北海道厚岸郡浜中町,1,1,0,0,13.257,423.63,0.383,0.133,0.287,0.699
1664,北海道川上郡標茶町,0,1,0,0,7.006,1099.37,0.351,0.128,0.315,0.661
1665,北海道川上郡弟子屈町,0,1,0,0,9.981,774.33,0.403,0.104,0.366,0.645
1667,北海道阿寒郡鶴居村,0,0,0,0,4.46,571.8,0.391,0.129,0.322,0.705
1668,北海道白糠郡白糠町,0,1,0,0,9.615,773.53,0.442,0.094,0.37,0.734
1691,北海道野付郡別海町,0,1,0,0,11.102,1319.63,0.339,0.153,0.245,0.738
1692,北海道標津郡中標津町,0,1,0,0,34.588,684.87,0.396,0.15,0.232,0.796
1693,北海道標津郡標津町,0,0,0,1,8.149,624.68,0.359,0.129,0.286,0.75
1694,北海道目梨郡羅臼町,0,0,0,0,8.167,397.72,0.427,0.12,0.265,0.704
2201,青森県青森市,0,1,0,0,341.115,824.61,0.485,0.115,0.285,0.604
2202,青森県弘前市,0,1,0,0,337.97,524.2,0.543,0.11,0.294,0.653
2203,青森県八戸市,1,1,1,1,758.99,305.54,0.464,0.123,0.278,0.723
2204,青森県黒石市,1,1,0,0,160.8,217.05,0.602,0.113,0.297,0.766
2205,青森県五所川原市,0,1,0,0,136.552,404.18,0.596,0.109,0.317,0.78
2206,青森県十和田市,0,0,0,1,87.415,725.65,0.508,0.116,0.298,0.729
2207,青森県三沢市,1,1,0,0,341.295,119.87,0.467,0.145,0.237,0.695
2208,青森県むつ市,0,1,1,1,62.445,864.16,0.508,0.12,0.298,0.722
2209,青森県つがる市,0,0,0,0,129.056,253.55,0.621,0.104,0.346,0.814
2210,青森県平川市,0,1,1,0,91.598,346.01,0.617,0.113,0.314,0.794
2301,青森県東津軽郡平内町,1,1,0,0,45.591,217.09,0.543,0.096,0.354,0.683
2303,青森県東津軽郡今別町,1,1,0,0,18.969,125.27,0.587,0.05,0.505,0.634
2304,青森県東津軽郡蓬田村,1,1,0,0,26.253,80.84,0.588,0.101,0.376,0.682
2307,青森県東津軽郡外ヶ浜町,1,1,0,0,21.427,230.29,0.56,0.071,0.457,0.687
2321,青森県西津軽郡鰺ヶ沢町,0,1,0,0,27.981,343.08,0.601,0.084,0.398,0.801
2323,青森県西津軽郡深浦町,0,0,0,0,13.208,488.89,0.586,0.079,0.448,0.784
2343,青森県中津軽郡西目屋村,0,0,0,0,6.618,246.02,0.593,0.091,0.379,0.725
2361,青森県南津軽郡藤崎町,1,1,0,0,397.931,37.29,0.592,0.119,0.305,0.788
2362,青森県南津軽郡大鰐町,0,0,0,1,61.581,163.43,0.587,0.081,0.388,0.762
2367,青森県南津軽郡田舎館村,0,0,0,0,332.728,22.35,0.606,0.114,0.32,0.826
2381,青森県北津軽郡板柳町,0,1,0,0,347.472,41.88,0.63,0.107,0.34,0.754
2384,青森県北津軽郡鶴田町,0,0,0,0,289.521,46.43,0.659,0.113,0.328,0.795
2387,青森県北津軽郡中泊町,1,1,0,0,48.81,216.32,0.61,0.086,0.384,0.804
2401,青森県上北郡野辺地町,0,0,0,0,156.045,81.68,0.486,0.106,0.338,0.671
2402,青森県上北郡七戸町,1,1,0,0,46.327,337.23,0.53,0.102,0.362,0.816
2405,青森県上北郡六戸町,1,1,0,0,113.931,83.89,0.55,0.127,0.313,0.843
2406,青森県上北郡横浜町,0,0,0,0,30.909,126.38,0.496,0.098,0.364,0.637
2408,青森県上北郡東北町,1,1,0,0,54.819,326.5,0.537,0.112,0.338,0.822
2411,青森県上北郡六ヶ所村,0,1,0,1,40.699,252.68,0.4,0.124,0.233,0.614
2412,青森県上北郡おいらせ町,1,1,0,0,325.317,71.96,0.509,0.142,0.248,0.815
2423,青森県下北郡大間町,0,1,0,0,49.523,52.1,0.502,0.121,0.297,0.681
2424,青森県下北郡東通村,0,0,0,0,17.668,295.27,0.502,0.115,0.309,0.687
2425,青森県下北郡風間浦村,0,1,0,0,25.334,69.55,0.508,0.086,0.392,0.634
2426,青森県下北郡佐井村,0,1,1,0,15.122,135.04,0.543,0.089,0.406,0.649
2441,青森県三戸郡三戸町,0,1,0,0,61.556,151.79,0.598,0.099,0.374,0.791
2442,青森県三戸郡五戸町,0,1,0,0,99.281,177.67,0.573,0.097,0.355,0.854
2443,青森県三戸郡田子町,1,1,0,0,22.645,241.98,0.634,0.093,0.395,0.821
2445,青森県三戸郡南部町,1,1,0,0,126.329,153.12,0.575,0.102,0.358,0.837
2446,青森県三戸郡階上町,1,1,0,0,125.67,94.01,0.523,0.106,0.274,0.773
2450,青森県三戸郡新郷村,0,1,0,0,16.355,150.77,0.617,0.082,0.449,0.909
3201,岩手県盛岡市,0,0,1,0,341.174,886.47,0.398,0.125,0.251,0.555
3202,岩手県宮古市,1,1,0,0,44.554,1259.15,0.538,0.107,0.34,0.699
3203,岩手県大船渡市,0,0,0,1,113.375,322.5,0.514,0.106,0.341,0.789
3205,岩手県花巻市,1,1,1,1,107.541,908.39,0.533,0.119,0.321,0.796
3206,岩手県北上市,1,1,1,1,214.501,437.55,0.51,0.138,0.253,0.796
3207,岩手県久慈市,0,1,0,0,56.924,623.5,0.551,0.127,0.296,0.771
3208,岩手県遠野市,0,0,0,0,33.947,825.97,0.538,0.107,0.374,0.788
3209,岩手県一関市,1,1,1,1,96.354,1256.42,0.546,0.113,0.334,0.795
3210,岩手県陸前高田市,0,1,0,1,81.755,231.94,0.56,0.099,0.368,0.799
3211,岩手県釜石市,0,1,0,1,82.071,440.34,0.498,0.099,0.356,0.728
3213,岩手県二戸市,1,1,0,0,65.671,420.42,0.593,0.114,0.333,0.78
3214,岩手県八幡平市,1,1,0,0,30.661,862.3,0.549,0.097,0.362,0.792
3215,岩手県奥州市,1,1,0,1,119.624,993.3,0.56,0.121,0.323,0.814
3305,岩手県滝沢市,0,1,0,0,273.151,182.46,1.0,0.145,0.215,0.708
3301,岩手県岩手郡雫石町,0,0,1,1,30.286,608.82,0.547,0.107,0.335,0.795
3302,岩手県岩手郡葛巻町,0,1,0,0,14.71,434.96,0.548,0.08,0.425,0.713
3303,岩手県岩手郡岩手町,0,0,0,0,38.014,360.46,0.548,0.101,0.353,0.739
3321,岩手県紫波郡紫波町,1,1,0,0,137.08,238.98,0.558,0.129,0.285,0.762
3322,岩手県紫波郡矢巾町,1,1,0,0,397.257,67.32,0.49,0.131,0.236,0.72
3366,岩手県和賀郡西和賀町,0,0,0,0,9.951,590.74,0.566,0.078,0.469,0.79
3381,岩手県胆沢郡金ケ崎町,0,1,0,0,88.996,179.76,0.548,0.128,0.283,0.817
3402,岩手県西磐井郡平泉町,0,0,0,0,122.359,63.39,0.566,0.114,0.349,0.826
3441,岩手県気仙郡住田町,1,1,0,0,16.981,334.84,0.516,0.084,0.414,0.841
3461,岩手県上閉伊郡大槌町,0,1,0,0,57.708,200.42,0.569,0.101,0.341,0.703
3482,岩手県下閉伊郡山田町,0,1,0,0,57.94,262.81,0.564,0.105,0.354,0.687
3483,岩手県下閉伊郡岩泉町,1,1,0,0,9.892,992.36,0.596,0.096,0.407,0.711
3484,岩手県下閉伊郡田野畑村,0,1,0,1,21.219,156.19,0.579,0.111,0.373,0.785
3485,岩手県下閉伊郡普代村,0,1,0,0,38.007,69.66,0.586,0.098,0.373,0.781
3501,岩手県九戸郡軽米町,1,1,0,0,37.924,245.82,0.608,0.1,0.364,0.81
3503,岩手県九戸郡野田村,1,1,0,0,49.264,80.8,0.597,0.105,0.35,0.765
3506,岩手県九戸郡九戸村,0,1,0,0,43.758,134.02,0.604,0.107,0.388,0.715
3507,岩手県九戸郡洋野町,1,1,0,0,50.878,302.92,0.564,0.107,0.357,0.772
3524,岩手県二戸郡一戸町,0,0,1,1,42.396,300.03,0.574,0.094,0.374,0.741
4100,宮城県仙台市,0,1,0,1,1857.313,786.3,0.304,0.125,0.226,0.429
4202,宮城県石巻市,1,1,0,1,263.27,554.58,0.486,0.116,0.303,0.721
4203,宮城県塩竈市,1,1,0,1,2871.408,17.37,0.439,0.107,0.313,0.601
4205,宮城県気仙沼市,0,1,1,1,187.711,332.44,0.534,0.102,0.352,0.741
4206,宮城県白石市,1,1,1,0,123.895,286.48,0.513,0.11,0.319,0.743
4207,宮城県名取市,1,1,0,0,853.527,98.17,0.414,0.157,0.208,0.638
4208,宮城県角田市,0,0,1,1,209.32,147.53,0.526,0.117,0.315,0.794
4209,宮城県多賀城市,0,1,0,0,3354.395,19.69,0.405,0.141,0.22,0.538
4211,宮城県岩沼市,1,1,0,0,726.388,60.45,0.429,0.145,0.234,0.642
4212,宮城県登米市,1,1,1,0,151.436,536.12,0.553,0.119,0.31,0.822
4213,宮城県栗原市,1,1,1,1,86.78,804.97,0.552,0.105,0.362,0.851
4214,宮城県東松島市,0,1,1,1,394.587,101.36,0.494,0.136,0.262,0.744
4215,宮城県大崎市,1,1,1,1,168.024,796.76,0.517,0.129,0.27,0.767
4423,宮城県富谷市,1,1,0,0,1116.193,49.18,1.0,0.187,0.177,0.704
4301,宮城県刈田郡蔵王町,0,1,0,0,77.44,152.83,0.531,0.114,0.332,0.843
4302,宮城県刈田郡七ヶ宿町,1,1,0,0,5.554,263.09,0.538,0.068,0.461,0.74
4321,宮城県柴田郡大河原町,0,0,0,0,857.143,24.99,0.516,0.139,0.252,0.731
4322,宮城県柴田郡村田町,0,0,0,1,175.195,78.38,0.545,0.11,0.307,0.836
4323,宮城県柴田郡柴田町,0,0,0,1,721.116,54.03,0.468,0.122,0.259,0.637
4324,宮城県柴田郡川崎町,0,1,0,0,33.685,270.77,0.519,0.098,0.336,0.865
4341,宮城県伊具郡丸森町,1,1,1,1,50.804,273.3,0.581,0.098,0.374,0.844
4361,宮城県亘理郡亘理町,1,1,0,0,461.264,73.6,0.5,0.126,0.28,0.74
4362,宮城県亘理郡山元町,1,1,0,0,184.23,64.58,0.495,0.093,0.366,0.746
4401,宮城県宮城郡松島町,0,1,0,0,272.958,53.56,0.465,0.095,0.353,0.603
4404,宮城県宮城郡七ヶ浜町,0,1,0,0,1301.721,13.19,0.466,0.121,0.266,0.776
4406,宮城県宮城郡利府町,1,1,0,0,826.934,44.89,0.419,0.156,0.204,0.712
4421,宮城県黒川郡大和町,1,1,0,1,123.925,225.49,0.467,0.154,0.214,0.791
4422,宮城県黒川郡大郷町,1,1,0,0,100.81,82.01,0.522,0.115,0.327,0.893
4424,宮城県黒川郡大衡村,1,1,0,0,126.05,60.32,0.504,0.146,0.27,0.883
4444,宮城県加美郡色麻町,1,0,0,0,66.228,109.28,0.582,0.128,0.301,0.881
4445,宮城県加美郡加美町,0,1,1,1,51.928,460.67,0.55,0.114,0.33,0.857
4501,宮城県遠田郡涌谷町,1,1,0,0,194.161,82.16,0.533,0.109,0.321,0.825
4505,宮城県遠田郡美里町,1,1,0,1,334.21,74.95,0.509,0.113,0.317,0.783
4581,宮城県牡鹿郡女川町,0,1,1,0,95.398,65.35,0.52,0.087,0.336,0.562
4606,宮城県本吉郡南三陸町,1,1,1,0,70.269,163.4,0.58,0.103,0.335,0.745
5201,秋田県秋田市,1,1,1,0,350.873,906.09,0.424,0.113,0.286,0.651
5202,秋田県能代市,1,1,0,1,128.239,426.95,0.547,0.095,0.379,0.805
5203,秋田県横手市,0,1,0,1,132.102,692.8,0.57,0.107,0.352,0.854
5204,秋田県大館市,1,1,0,0,81.261,913.22,0.532,0.103,0.359,0.81
5206,秋田県男鹿市,1,1,0,1,110.381,241.09,0.543,0.078,0.411,0.809
5207,秋田県湯沢市,1,1,1,1,59.204,790.91,0.557,0.097,0.358,0.811
5209,秋田県鹿角市,0,1,0,0,45.126,707.52,0.585,0.108,0.369,0.815
